	NO. OF QUARANTINE CENTRE W.R.T CORONA VIRUS	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	CompleteAddress	Lat	Long
537	Vehari	Ghani Hospital Burewala		10	10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Ghani Hospital Burewala Vehari	0	0
538	Vehari	Bilal Surgical Hospital Burewala		10	10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Bilal Surgical Hospital Burewala Vehari	0	0
539	Vehari	Sareen Hotel Vehari	10		10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Sareen Hotel Vehari Vehari	0	0
540	Vehari	Flame and Cool Burewala		10	10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Flame and Cool Burewala Vehari	0	0
541	Vehari	5 Star Hotel Vehari	10		10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		5 Star Hotel Vehari Vehari	0	0
542	Vehari	Oriental Hotel Vehari	10		10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Oriental Hotel Vehari Vehari	0	0
543	Vehari	Maddni HotelVehari	10		10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Maddni HotelVehari Vehari	0	0
544	Vehari	Marhaba Hotel and Resturent Mailsi	10		10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Marhaba Hotel and Resturent Mailsi Vehari	0	0
545	Vehari	Fatima tu Zuhra FemalHostel		10	10	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Fatima tu Zuhra FemalHostel Vehari	0	0
546	Vehari	Dr Jind Wadda Hospital Mailsi		9	9	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Dr Jind Wadda Hospital Mailsi Vehari	0	0
547	Vehari	"Zainab Hospital Vehari,"		8	8	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Zainab Hospital Vehari, Vehari"	0	0
548	Vehari	Rasheed Memoriyal Hospital Vehari		8	8	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Rasheed Memoriyal Hospital Vehari Vehari	0	0
549	Vehari	"Al- Shifa Hospital Vehari,"		8	8	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Al- Shifa Hospital Vehari, Vehari"	0	0
550	Vehari	"Hijazi Hospital Vehari,"		8	8	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Hijazi Hospital Vehari, Vehari"	0	0
551	Vehari	Fatima Hospital Vehari		8	8	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Fatima Hospital Vehari Vehari	30.1462996	71.553336
552	Vehari	National Hospital Vehari		7	7	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		National Hospital Vehari Vehari	30	72.333333
553	Vehari	"Aeman Surgical Hospital Burewala,"		7	7	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Aeman Surgical Hospital Burewala, Vehari"	0	0
554	Vehari	Working Woman Hostel		7	7	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Government		Working Woman Hostel Vehari	0	0
555	Vehari	Foji Boys Hostel		7	7	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Foji Boys Hostel Vehari	27.3322497	78.1446439
556	Vehari	"Surya Hospital Mailsi,"		6	6	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Surya Hospital Mailsi, Vehari"	0	0
557	Vehari	"Gulzar Hospital Vehari,"		6	6	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Gulzar Hospital Vehari, Vehari"	0	0
558	Vehari	Imran Hostel Male Vehari		6	6	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Imran Hostel Male Vehari Vehari	0	0
559	Vehari	Global Male Hostel		6	6	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Global Male Hostel Vehari	42.0464591	25.58225159
560	Vehari	Burewala Girls Hostel		6	6	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Burewala Girls Hostel Vehari	0	0
561	Vehari	"Ayan Hospital Mailsi,"		5	5	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Ayan Hospital Mailsi, Vehari"	0	0
562	Vehari	"Sughra Shafi Hospital Vehari,"		5	5	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Sughra Shafi Hospital Vehari, Vehari"	0	0
563	Vehari	"Al-Amin Hospital Burewala,"		5	5	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Al-Amin Hospital Burewala, Vehari"	0	0
564	Vehari	"Shahid Hospital Burewala,"		5	5	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Shahid Hospital Burewala, Vehari"	0	0
565	Vehari	"Shafi Hospital Burewala,"		5	5	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"Shafi Hospital Burewala, Vehari"	0	0
566	Vehari	Saleem Boys Hostel		5	5	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		Saleem Boys Hostel Vehari	14.88709075	32.95793578
567	Vehari	CHaudary Javed Femal Hostel		5	5	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		CHaudary Javed Femal Hostel Vehari	0	0
568	Vehari	"City Hospital Vehari,"		3	3	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		"City Hospital Vehari, Vehari"	30	72.333333
569	Vehari	City Girls Hotel		3	3	"Electricity, Water Supply, Sui Gas, Boundry Wall"	Private		City Girls Hotel Vehari	56.0352268	12.6144389
570	Vehari	"Khursheed Anwar Stadium, Vehari"		6	50	"Electricity, backup power supply, Water, Drinking
water, sewerage system"			"Khursheed Anwar Stadium, Vehari Vehari"	0	0
571	Vehari	Tehsil Council Rest House Mailsi	7		30	"Electricity, backup power supply, Water, Drinking
water, sewerage system"			Tehsil Council Rest House Mailsi Vehari	0	0
572	Vehari	Boys Degree College Burewala Hostel		60	120	"Electricity, Water, Drinking water, sewerage system"			Boys Degree College Burewala Hostel Vehari	0	0
573	Vehari	"Govt. Technology College 507/EB
Burewala"		32	60	"Electricity, Water, Drinking water, sewerage system"			"Govt. Technology College 507/EB
Burewala Vehari"	0	0
574	Vehari	"University of Agriculture Faisalabad sub
campus Burewala"		35	100	"Electricity, Water, Drinking water"			"University of Agriculture Faisalabad sub
campus Burewala Vehari"	0	0
575	Vehari	"Hostel, Govt. Danish School Mailsi"		104	624	"Electricity, backup power supply, Water,
Drinking water, sewerage system"			"Hostel, Govt. Danish School Mailsi Vehari"	0	0
576	Total		1013	8827	12859					46.3144754	11.0480288
577	Rawalpindi	"UET, Taxila"		785	785	"Electricity, Drinking Water, Bed, Common Washrooms
etc."			"UET, Taxila Rawalpindi"	33.762762	72.8204008
578	Rawalpindi	Fatima Jinnah Women University		220	250	Electricity and Drinking Water etc.			Fatima Jinnah Women University Rawalpindi	33.5875342	73.06379435
579	Rawalpindi	ARID Agriculture University Hostel		210	240	Electricity and Drinking Water etc.			ARID Agriculture University Hostel Rawalpindi	0	0
580	Rawalpindi	Faran Hotel Murree	115		130	Electricity and Drinking Water etc.			Faran Hotel Murree Rawalpindi	0	0
581	Rawalpindi	"Arid Agriculture University, Iqbal Hall"		100	100	"Electricity, Bedding, Washroom, Water, Towel, Soap,
Paste and Tooth Brush etc."			"Arid Agriculture University, Iqbal Hall Rawalpindi"	0	0
582	Rawalpindi	"Anjuman Faizul Islam New Campus
Mandra Tehsil Gujar Khan"		100	100	Electricity and Drinking Water etc.			"Anjuman Faizul Islam New Campus
Mandra Tehsil Gujar Khan Rawalpindi"	0	0
583	Rawalpindi	"Gordon College, Rawalpindi"		90	90	"Electricity, Water,  and Washroom etc"			"Gordon College, Rawalpindi Rawalpindi"	33.6083525	73.0617318
584	Rawalpindi	"Rawalpindi Women University Satellite
Town Rawalpindi"		80	100	Electricity and Drinking Water etc.			"Rawalpindi Women University Satellite
Town Rawalpindi Rawalpindi"	0	0
585	Rawalpindi	Move and Pick Hall Road Murree	80		100	Electricity and Drinking Water etc.			Move and Pick Hall Road Murree Rawalpindi	0	0
586	Rawalpindi	Java International Hotel Murree	75		80	Electricity and Drinking Water etc.			Java International Hotel Murree Rawalpindi	0	0
587	Rawalpindi	Mehran Hotel Motor Agency Murree	65		70	Electricity and Drinking Water etc.			Mehran Hotel Motor Agency Murree Rawalpindi	0	0
588	Rawalpindi	"Convent of Jesus and Merry School Pindi
Point Murree"		60	100	Electricity and Drinking Water etc.			"Convent of Jesus and Merry School Pindi
Point Murree Rawalpindi"	0	0
589	Rawalpindi	Murree Village Flats Expressway Murree		60	120	Electricity and Drinking Water etc.			Murree Village Flats Expressway Murree Rawalpindi	0	0
590	Rawalpindi	"Alhamra Sirozgali, GPO Murree"		55	60	Electricity and Drinking Water etc.			"Alhamra Sirozgali, GPO Murree Rawalpindi"	0	0
591	Rawalpindi	Punjab College Gujar Khan		54	60	Electricity and Drinking Water etc.			Punjab College Gujar Khan Rawalpindi	33.2543205	73.3065712
592	Rawalpindi	"Punjab College, Gujar Khan"		50	50	"Electricity, Water, Washroom, Bedding Towel, Soap,
Paste and Tooth Brush etc"			"Punjab College, Gujar Khan Rawalpindi"	33.2543205	73.3065712
593	Rawalpindi	"Bahria Hostel, Bahria Town Phase-8"		50	50	Electricity and Drinking Water etc.			"Bahria Hostel, Bahria Town Phase-8 Rawalpindi"	0	0
594	Rawalpindi	"Govt. Postgraduate College Asghar Mall
Rawalpindi"		46	50	Electricity and Drinking Water etc.			"Govt. Postgraduate College Asghar Mall
Rawalpindi Rawalpindi"	0	0
595	Rawalpindi	"GTC TEVTA, Taxila"		44	44	"Electricity, Water, Washroom, Bedding Towel, Soap,
Paste and Tooth Brush etc"			"GTC TEVTA, Taxila Rawalpindi"	0	0
596	Rawalpindi	Lalazar Hotel near GPO Chowk Murree	34		50	Electricity and Drinking Water etc.			Lalazar Hotel near GPO Chowk Murree Rawalpindi	0	0
597	Rawalpindi	"Anjuman e Faiz ul Islam Doberan Kalan
Campus Tehsil Kallar Syedan"		31	31	Electricity and Drinking Water etc.			"Anjuman e Faiz ul Islam Doberan Kalan
Campus Tehsil Kallar Syedan Rawalpindi"	0	0
598	Rawalpindi	"Govt.Postgraduate College Satellite Town
Rawalpindi"		28	30	Electricity and Drinking Water etc.			"Govt.Postgraduate College Satellite Town
Rawalpindi Rawalpindi"	0	0
599	Rawalpindi	"Govt. Viqar Un Nisa Postgraduate College
(W) Rawalpindi"		25	30	Electricity and Drinking Water etc.			"Govt. Viqar Un Nisa Postgraduate College
(W) Rawalpindi Rawalpindi"	0	0
600	Rawalpindi	Forest Academy Murree		25	30	Electricity and Drinking Water etc.			Forest Academy Murree Rawalpindi	0	0
601	Rawalpindi	TEVTA College Muurree		25	30	Electricity and Drinking Water etc.			TEVTA College Muurree Rawalpindi	0	0
602	Rawalpindi	White House Chitta Morh Murree		24	30	Electricity and Drinking Water etc.			White House Chitta Morh Murree Rawalpindi	0	0
603	Attock	Tevta College Fateh Jang Road Attock		64	160	"Drinking Water, Bedding and Boundary Wall etc"	Hall		Tevta College Fateh Jang Road Attock Attock	0	0
604	Attock	"Wapda Office Fateh Jang Road Attock
City"		12	24	-do-			"Wapda Office Fateh Jang Road Attock
City Attock"	0	0
605	Attock	"Madrasa Prachgan, Hinjra, Jand"		120	200	-do-			"Madrasa Prachgan, Hinjra, Jand Attock"	0	0
606	Attock	Tameer-e-Millat School Ratwal Fatehjang		85	85	-do-			Tameer-e-Millat School Ratwal Fatehjang Attock	0	0
607	Attock	Cadet College Hassan Abdal		192	240	-do-			Cadet College Hassan Abdal Attock	0	0
608	Attock	"Danish School, Jand"		52	52	-do-			"Danish School, Jand Attock"	0	0
609	Attock	Govt. College for Boys Attock		57	57	-do-			Govt. College for Boys Attock Attock	0	0
610	Attock	Govt. College for Women Attock.		55	55	-do-			Govt. College for Women Attock. Attock	0	0
611	Chakwal	"Cadet College, Choa Saiden Shah"		159	288	"Electricity, Drinking Water and Washroom etc"			"Cadet College, Choa Saiden Shah Chakwal"	32.7244099	72.9656638
612	Chakwal	Cadet College Murred		125	257	"Electricity, Drinking Water and Washroom etc"			Cadet College Murred Chakwal	0	0
613	Chakwal	Kallar Kahar Science College for Boys		118	118	"Electricity, Drinking Water and Washroom etc"			Kallar Kahar Science College for Boys Chakwal	0	0
614	Chakwal	Kallar Kahar Science College for Girls		72	72	"Electricity, Drinking Water and Washroom etc"			Kallar Kahar Science College for Girls Chakwal	0	0
615	Chakwal	"Punjab School of Mines, CSS."		72	175	"Electricity, Drinking Water and Washroom etc"			"Punjab School of Mines, CSS. Chakwal"	0	0
616	Jhelum	"Govt. Post Graduate College, Tahlianwala
Jhelum"		33	60	"Electricity, Drinking Water, Washroom  and Beds etc"			"Govt. Post Graduate College, Tahlianwala
Jhelum Jhelum"	0	0
617	Jhelum	"Govt. Post Graduate College for Women
Jhelum"		24	32	-do-			"Govt. Post Graduate College for Women
Jhelum Jhelum"	0	0
618	Jhelum	Govt. Special Education Institute Sohawa		21	50	-do-			Govt. Special Education Institute Sohawa Jhelum	0	0
619	Jhelum	Govt. Technical College Jhelum		56	84	"Electricity, Drinking Water, Washroom and Beds etc"			Govt. Technical College Jhelum Jhelum	0	0
620	Jhelum	Cadet College Jhelum		81	120	-do-			Cadet College Jhelum Jhelum	0	0
621	Jhelum	Punjab University Campus Jhelum		47	100	-do-	reserved for Zaireen of Zahiden		Punjab University Campus Jhelum Jhelum	0	0
622	Jhelum	Govt. College for Women P.D Khan		16	34	-do-			Govt. College for Women P.D Khan Jhelum	0	0
623	Jhelum	Govt. Special Education Institute PD Khan		26	72	-do-			Govt. Special Education Institute PD Khan Jhelum	0	0
624	Total		369	3649	5145					46.3144754	11.0480288
625	Sahiwal	Govt Post Graduate College Boys College Govt Post Graduate College for women Government Sahiwal University Sahiwal Sahiwal Medical College Sahiwa		322	1128	"Water Supply, Sewerage system,(Washrooms) Electricity, mess, are available and functional"	DO		Govt Post Graduate College Boys College Govt Post Graduate College for women Government Sahiwal University Sahiwal Sahiwal Medical College Sahiwa Sahiwal	0	0
626	Okara	RHC Shergarh		28	71	"Electricity, Back up Power, Sewerage, Water Supply,
Drinking Water Availability, Meals, Security"	Funtional		RHC Shergarh Okara	0	0
627	Okara	Government Degree College for Gogera		30	50	Same as above	Funtional		Government Degree College for Gogera Okara	0	0
628	Okara	"Government Women College, Basirpur"		26	50	Same as above	Funtional		"Government Women College, Basirpur Okara"	0	0
629	Okara	Cadet College		131	500	Same as above	Funtional		Cadet College Okara	27.35410885	68.12775757
630	Okara	Agriculture University		52	500	Same as above	Funtional		Agriculture University Okara	8.9811292	76.8108772
631	Okara	University of Okara		68	1500	Same as above	Funtional		University of Okara Okara	0	0
632	Okara	Govt. Degree college for boys		24	50	Same as above	Funtional		Govt. Degree college for boys Okara	0	0
633	Okara	Govt. Girls Degree College		16	50	Same as above	Funtional		Govt. Girls Degree College Okara	0	0
634	Okara	Nursing Hostel		37	74	Same as above	Funtional		Nursing Hostel Okara	0	0
635	Okara	"Working Women Hostel, Okara"		10	10	Same as above	Funtional		"Working Women Hostel, Okara Okara"	0	0
636	Okara	"Govt Degree College for South City,
Okara"		24	50	Same as above	Funtional		"Govt Degree College for South City,
Okara Okara"	0	0
637	Okara	"Government Women College, Depalpur"		21	100	Same as above	Funtional		"Government Women College, Depalpur Okara"	0	0
638	Okara	"Government Boys College, Basirpur"		16	50	Same as above	Funtional		"Government Boys College, Basirpur Okara"	0	0
639	Okara	"Government Boys College, Haveli Lakha"		16	50	Same as above	Funtional		"Government Boys College, Haveli Lakha Okara"	0	0
640	Okara	"Government Girls College, Haveli Lakha"		20	50	Same as above	Funtional		"Government Girls College, Haveli Lakha Okara"	0	0
641	Okara	"Government Girls College, Hujra Shah
Muqeem"		26	50	Same as above	Funtional		"Government Girls College, Hujra Shah
Muqeem Okara"	0	0
642	Okara	"Government Postgraduate College for
Boys, Okara"		50	50	Same as above	Funtional		"Government Postgraduate College for
Boys, Okara Okara"	0	0
643	Okara	"Government Postgraduate College for
Women, Okara"		38	38	Same as above	Funtional		"Government Postgraduate College for
Women, Okara Okara"	0	0
644	Okara	"Government Commerce College, Okara"		11	50	Same as above	Funtional		"Government Commerce College, Okara Okara"	0	0
645	Okara	Government Boys College Depalpur		14	50	Same as above	Funtional		Government Boys College Depalpur Okara	0	0
646	Pakpattan	Hostel Govt. Girls College Pakpattan		20	20	"Wash Rooms, Electricity, Backup Power, Sewerage
System, Water and Boundy Wall are available. Portable wash rooms would be required."			Hostel Govt. Girls College Pakpattan Pakpattan	0	0
647	Pakpattan	Academic Block Girls College Pakpattan		6	6	DO			Academic Block Girls College Pakpattan Pakpattan	0	0
648	Pakpattan	Al-Badar School Pakpattan		30	30	DO			Al-Badar School Pakpattan Pakpattan	0	0
649	Pakpattan	Cambridge College for Boys Pakpattan		8	8	DO			Cambridge College for Boys Pakpattan Pakpattan	0	0
650	Pakpattan	"Government High School Sahiwal Road,
Pakpattan"		15	15	DO			"Government High School Sahiwal Road,
Pakpattan Pakpattan"	0	0
651	Pakpattan	"Government City Girls High School
Pakpattan"		20	20	DO			"Government City Girls High School
Pakpattan Pakpattan"	0	0
652	Pakpattan	"University of Lahore, Baba Farid Campus,
Sahiwal Road, Pakpattan"		14	14	DO			"University of Lahore, Baba Farid Campus,
Sahiwal Road, Pakpattan Pakpattan"	0	0
653	Pakpattan	"District Public School (DPS), Hotta Road
Pakpattan"		17	40	DO			"District Public School (DPS), Hotta Road
Pakpattan Pakpattan"	0	0
654	Pakpattan	"Govt. College of Commerce Hotta Road
Pakpattan"		17	40	DO			"Govt. College of Commerce Hotta Road
Pakpattan Pakpattan"	0	0
655	Pakpattan	"Dare-Arqum School, Pakpattan"		40	40	DO			"Dare-Arqum School, Pakpattan Pakpattan"	0	0
656	Pakpattan	"Oxford College, Pakpattan"		20	20	DO			"Oxford College, Pakpattan Pakpattan"	0	0
657	Pakpattan	"Royal Gardan Morque, Depalpur Road
Pakpattan"	3		75	DO	1 Hall 2 Rooms		"Royal Gardan Morque, Depalpur Road
Pakpattan Pakpattan"	0	0
658	Pakpattan	THQ Hospital Arifwala		9	9	DO			THQ Hospital Arifwala Pakpattan	0	0
659	Pakpattan	"Hostel Govt. Girls College, Arifwala"		17	17	DO			"Hostel Govt. Girls College, Arifwala Pakpattan"	0	0
660	Pakpattan	"Academic Block Govt. Girls College,
Arifwala"		17	17	DO			"Academic Block Govt. Girls College,
Arifwala Pakpattan"	0	0
661	Pakpattan	"Govt. College for Boys (Academic Block),
Arifwala"		33	33	DO			"Govt. College for Boys (Academic Block),
Arifwala Pakpattan"	0	0
662	Pakpattan	"Allied School, Qaboola Road, Arifwala"		37	37	DO			"Allied School, Qaboola Road, Arifwala Pakpattan"	0	0
663	Pakpattan	Aspire College Arifwala		15	15	DO			Aspire College Arifwala Pakpattan	0	0
664	Pakpattan	"Misali Zakria Public School/ College,
Arifwala"		25	25	DO			"Misali Zakria Public School/ College,
Arifwala Pakpattan"	0	0
665	Pakpattan	"Superior College, Sahiwal Road, Arifwala"		18	18	DO			"Superior College, Sahiwal Road, Arifwala Pakpattan"	0	0
666	Pakpattan	DPS Arifwala		10	10	DO			DPS Arifwala Pakpattan	0	0
667	Pakpattan	"Punjab College-1, Qaboola Road, Arifwala"		25	25	DO			"Punjab College-1, Qaboola Road, Arifwala Pakpattan"	0	0
668	Pakpattan	"Punjab College-2, Qaboola Road, Arifwala"		16	16	DO			"Punjab College-2, Qaboola Road, Arifwala Pakpattan"	0	0
669	Pakpattan	"Lahore Grammar School, Qaboola Road,
Arifwala"		26	26	DO			"Lahore Grammar School, Qaboola Road,
Arifwala Pakpattan"	0	0
670	Pakpattan	"New Beacon House School, Qaboola
Road, Arifwala"		24	24	DO			"New Beacon House School, Qaboola
Road, Arifwala Pakpattan"	0	0
671	Pakpattan	"Government Boys MC High School
Arifwala"		11	11	DO			"Government Boys MC High School
Arifwala Pakpattan"	0	0
672	Pakpattan	"Government Girls MC High School
Arifwala"		25	25	DO			"Government Girls MC High School
Arifwala Pakpattan"	0	0
673	Pakpattan	"Government High School M-Block
Arifwala"		31	31	DO			"Government High School M-Block
Arifwala Pakpattan"	0	0
674	Pakpattan	"Govt. High School Kot Khuda Bakhsh
Arifwala"		27	27	DO			"Govt. High School Kot Khuda Bakhsh
Arifwala Pakpattan"	0	0
675	Pakpattan	Govt. Higher Secondary School Qaboola		22	22	DO			Govt. Higher Secondary School Qaboola Pakpattan	0	0
676	Pakpattan	Ahmad Medical Complex Arifwala		5	5	DO			Ahmad Medical Complex Arifwala Pakpattan	0	0
677	Pakpattan	NDS Arifwala		15	15	DO			NDS Arifwala Pakpattan	0	0
678	Pakpattan	11-Private Hospitals in Arifwala		79	79	DO			11-Private Hospitals in Arifwala Pakpattan	0	0
679	Total		3	1674	5336					0	0
680	Sargodha	"College of Agriculture situated at Chak
38/NB Ludday wala bypass Sargodha 06 KM far from main Town (Sargodha)"		114	450	"Boundary wall, sewerage, water supply, electricity,
drinking water are available. 24 washrooms, Sui gas not available"	Under process		"College of Agriculture situated at Chak
38/NB Ludday wala bypass Sargodha 06 KM far from main Town (Sargodha) Sargodha"	0	0
681	Sargodha	Sargodha Medical College (03) Hostels 10 KM far from main town (Sargodha)		363	876	"Boundary wall, sewerage, water supply, electricity,
drinking water, 136 washrooms, are available. Sui gas not available"	Under process		Sargodha Medical College (03) Hostels 10 KM far from main town (Sargodha) Sargodha	0	0
682	Bhakkar	"Hostel of Govt. Post Graduate College for Boys, Bhakkar"		34	82	"Boundary wall, sewerage, water supply, electricity,
drinking water, 40 beds completed in all respect i.e. pillow, blanket, matress etc."	Established		"Hostel of Govt. Post Graduate College for Boys, Bhakkar Bhakkar"	0	0
683	Bhakkar	"Hostel of Government College For
Women, Bhakkar"		20	40	DO	Proposed		"Hostel of Government College For
Women, Bhakkar Bhakkar"	0	0
684	Bhakkar	"Hotel Shehzad, City Bhakkar"		22	64	DO	Proposed		"Hotel Shehzad, City Bhakkar Bhakkar"	0	0
685	Bhakkar	"University of Sargodha, Bhakkar Campus"		50	150	DO	Proposed		"University of Sargodha, Bhakkar Campus Bhakkar"	0	0
686	Bhakkar	Govt College of Technology City Bhakkar		15	59	DO	Proposed		Govt College of Technology City Bhakkar Bhakkar	0	0
687	Bhakkar	"Hotel Sawan, Dullewala Road, Darya
Khan"	12		24	DO			"Hotel Sawan, Dullewala Road, Darya
Khan Bhakkar"	0	0
688	Khushab	Govt. residences of Health Deptt 35 KM far from main town (Khushab)		14	50	"Boundary wall, sewerage, water supply, electricity,
drinking water are available. 09 washrooms, Sui gas not available"	Under process		Govt. residences of Health Deptt 35 KM far from main town (Khushab) Khushab	0	0
689	Khushab	Punjab college 03 KM from main Town. Double Story building		8	50	"Boundary wall, sewerage, water supply, electricity,
drinking water are available. 12 washrooms, Sui gas not available"	Under process		Punjab college 03 KM from main Town. Double Story building Khushab	0	0
690	Mianwali	Danish School Boys Campus Hernoli		30	240	"Light, Water, Washrooms, Boundary Wall Backup
power availability"	"sufficient facilities to
accommodate"		Danish School Boys Campus Hernoli Mianwali	0	0
691	Mianwali	Royal Inn Hotel	50		50	"Light, Water, Washrooms, Boundary Wall Backup
power availability"	"sufficient facilities to
accommodate"		Royal Inn Hotel Mianwali	0	0
692	Mianwali	Shehzad Hotel	25		25	"Light, Water, Washrooms, Boundary Wall Backup
power availability"	"sufficient facilities to
accommodate"		Shehzad Hotel Mianwali	0	0
693	Mianwali	Al-Miraj Hotel	15		15	"Light, Water, Washrooms, Boundary Wall Backup
power availability"	"sufficient facilities to
accommodate"		Al-Miraj Hotel Mianwali	0	0
694	Total		102	670	2175					0	0
695	Grand Total		8636	27994	66985					0	0
